Dates,Day Of Week,Load,Temp,Dew Point,Humidity,Cloud Cover
3/28/2015 1:00,7,1868,56,52,87,70
3/28/2015 13:00,7,2318,76,53,45,0
3/28/2015 16:00,7,2492,75,55,50,30
3/28/2015 19:00,7,2696,71,48,44,30
3/29/2015 20:00,1,2652,63,56,78,70
3/30/2015 2:00,2,1727,59,55,87,70
3/30/2015 8:00,2,2343,58,55,90,100
3/30/2015 15:00,2,2627,75,54,48,0
3/31/2015 1:00,3,1811,62,56,80,100
3/31/2015 4:00,3,1803,59,55,87,100
3/31/2015 7:00,3,2268,59,55,87,100
3/31/2015 13:00,3,2423,73,53,50,30
4/2/2015 2:00,5,1701,55,49,80,30
4/2/2015 8:00,5,2233,59,52,78,70
4/2/2015 15:00,5,2441,71,50,47,70
4/3/2015 1:00,6,1801,54,48,80,30
4/3/2015 3:00,6,1715,55,49,80,30
4/3/2015 4:00,6,1752,52,46,80,30
4/3/2015 7:00,6,2166,51,46,83,30
4/3/2015 13:00,6,2529,86,31,14,30
4/5/2015 2:00,1,1700,62,54,75,70
4/5/2015 8:00,1,1828,62,51,67,70
4/5/2015 18:00,1,2085,64,49,58,30
4/6/2015 1:00,2,1673,53,45,74,70
4/6/2015 3:00,2,1604,51,45,80,30
4/6/2015 4:00,2,1613,52,45,77,30
4/6/2015 7:00,2,2094,56,48,75,100
4/7/2015 22:00,3,2136,58,44,60,70
4/8/2015 18:00,4,2397,63,36,37,30
4/8/2015 21:00,4,2467,58,43,58,0
4/9/2015 3:00,5,1696,52,41,66,30
4/9/2015 7:00,5,2212,52,40,64,30
4/9/2015 17:00,5,2411,68,44,42,30
4/10/2015 22:00,6,2236,58,47,67,70
4/11/2015 0:00,7,1862,54,44,69,70
4/11/2015 18:00,7,2268,67,46,47,0
4/11/2015 21:00,7,2367,57,48,72,0
4/12/2015 3:00,1,1640,52,47,83,0
4/12/2015 17:00,1,2199,72,50,46,0
4/12/2015 23:00,1,1954,57,52,83,30
4/13/2015 22:00,2,2232,59,52,78,30
4/14/2015 0:00,3,1830,62,53,73,100
4/14/2015 18:00,3,2560,66,52,61,30
4/14/2015 21:00,3,2589,61,53,75,0
4/15/2015 6:00,4,2143,51,46,83,30
4/15/2015 11:00,4,2522,74,41,31,0
4/15/2015 17:00,4,2584,73,45,37,30
4/15/2015 23:00,4,2085,57,46,67,0
4/16/2015 10:00,5,2434,78,23,13,0
4/17/2015 0:00,6,1898,53,22,30,0
4/17/2015 21:00,6,2531,66,40,39,0
4/18/2015 6:00,7,1814,50,29,44,0
4/18/2015 9:00,7,2099,68,33,27,0
4/18/2015 11:00,7,2175,76,31,19,0
4/18/2015 12:00,7,2187,79,34,20,0
4/18/2015 14:00,7,2220,80,23,12,0
4/18/2015 17:00,7,2354,75,36,24,0
4/18/2015 23:00,7,2068,57,52,83,30
4/19/2015 5:00,1,1725,57,50,78,70
4/19/2015 10:00,1,2036,69,50,51,30
4/20/2015 0:00,2,1801,57,50,78,30
4/20/2015 2:00,2,1669,61,52,72,100
4/20/2015 16:00,2,2420,68,48,49,30
4/20/2015 18:00,2,2465,65,48,54,30
4/30/2015 11:00,5,2796,86,48,27,0
4/30/2015 15:00,5,3066,85,46,26,30
4/30/2015 22:00,5,2499,70,50,49,30
5/1/2015 7:00,6,2269,63,55,76,70
5/1/2015 16:00,6,3089,84,48,29,30
5/1/2015 21:00,6,2728,68,45,44,30
5/2/2015 0:00,7,2018,64,51,63,30
5/2/2015 2:00,7,1805,58,47,67,30
5/2/2015 10:00,7,2244,70,54,57,0
5/3/2015 1:00,1,1802,63,54,73,70
5/3/2015 5:00,1,1730,63,52,68,70
5/3/2015 11:00,1,2133,68,52,57,100
5/3/2015 15:00,1,2143,69,51,53,30
5/3/2015 22:00,1,2193,63,52,68,100
5/4/2015 7:00,2,2277,62,53,73,100
5/4/2015 16:00,2,2467,66,51,59,70
5/5/2015 0:00,3,1866,59,48,67,70
5/5/2015 2:00,3,1723,61,48,63,70
5/5/2015 19:00,3,2539,63,47,56,70
5/6/2015 1:00,4,1773,62,48,60,70
5/6/2015 5:00,4,1899,61,47,60,100
5/6/2015 8:00,4,2364,62,45,54,100
5/6/2015 11:00,4,2419,65,49,56,100
5/6/2015 22:00,4,2234,61,50,67,100
5/7/2015 7:00,5,2222,60,45,58,100
5/8/2015 0:00,6,1839,54,45,72,70
5/8/2015 2:00,6,1705,54,47,77,70
5/8/2015 6:00,6,2116,53,47,80,70
5/8/2015 19:00,6,2462,57,51,81,70
5/9/2015 5:00,7,1749,57,51,81,70
5/9/2015 8:00,7,2079,61,51,70,70
5/9/2015 11:00,7,2188,64,52,65,70
5/9/2015 12:00,7,2158,64,50,60,70
4/20/2015 19:00,2,2635,63,49,60,70
4/20/2015 21:00,2,2495,60,47,62,70
4/21/2015 12:00,3,2477,68,42,39,70
4/21/2015 17:00,3,2411,69,44,41,70
4/21/2015 20:00,3,2695,62,46,56,30
4/22/2015 3:00,4,1718,58,46,65,30
4/22/2015 15:00,4,2375,70,45,41,70
4/22/2015 22:00,4,2275,58,49,72,30
4/23/2015 7:00,5,2284,61,49,65,70
4/23/2015 16:00,5,2454,68,48,49,70
4/23/2015 18:00,5,2439,66,51,59,100
4/23/2015 21:00,5,2488,63,52,68,100
4/24/2015 9:00,6,2455,61,55,81,100
4/24/2015 12:00,6,2470,62,53,73,100
4/24/2015 17:00,6,2373,65,50,59,70
4/24/2015 20:00,6,2550,62,50,65,100
4/25/2015 3:00,7,1651,61,51,70,100
4/25/2015 5:00,7,1729,60,51,72,70
4/25/2015 15:00,7,2095,67,48,51,70
4/25/2015 22:00,7,2165,60,52,75,100
4/26/2015 7:00,1,1756,55,50,83,70
4/26/2015 16:00,1,2033,70,47,44,30
4/26/2015 18:00,1,2239,66,50,56,70
4/27/2015 9:00,2,2303,71,47,42,30
4/27/2015 20:00,2,2774,73,37,27,0
4/28/2015 3:00,3,1677,57,36,45,0
4/28/2015 5:00,3,1871,57,35,44,0
4/28/2015 8:00,3,2313,74,31,20,0
4/28/2015 22:00,3,2400,63,51,65,0
4/29/2015 4:00,4,1756,56,45,67,0
4/29/2015 7:00,4,2241,63,53,70,30
4/29/2015 18:00,4,2988,82,38,21,30
4/30/2015 6:00,5,2099,57,42,58,0
5/9/2015 17:00,7,2136,66,50,56,30
5/10/2015 7:00,1,1765,59,51,75,70
5/10/2015 13:00,1,1877,69,52,55,0
5/10/2015 23:00,1,1928,60,54,80,30
5/11/2015 0:00,2,1777,57,52,83,0
5/11/2015 2:00,2,1638,57,52,83,0
5/11/2015 6:00,2,2010,60,55,84,100
5/11/2015 14:00,2,2418,75,53,46,30
5/11/2015 19:00,2,2581,66,54,65,30
5/12/2015 5:00,3,1847,61,51,70,100
5/12/2015 8:00,3,2262,64,51,63,70
5/12/2015 12:00,3,2335,71,50,47,30
5/12/2015 17:00,3,2385,68,48,49,30
5/12/2015 20:00,3,2638,59,47,64,30
5/13/2015 13:00,4,2351,69,46,44,30
5/13/2015 23:00,4,1959,61,48,63,70
5/14/2015 6:00,5,2016,55,47,74,70
5/14/2015 14:00,5,2376,67,45,45,100
5/14/2015 18:00,5,2396,61,52,72,100
5/14/2015 19:00,5,2506,60,53,78,70
5/15/2015 8:00,6,2342,55,50,83,100
5/15/2015 12:00,6,2447,59,51,75,100
5/15/2015 17:00,6,2247,65,50,59,30
5/15/2015 20:00,6,2518,60,48,65,30
5/16/2015 3:00,7,1625,56,50,81,100
5/16/2015 13:00,7,2030,66,52,61,70
5/16/2015 23:00,7,1942,60,51,72,30
5/17/2015 6:00,1,1641,54,49,83,70
5/17/2015 14:00,1,1937,69,52,55,70
5/17/2015 18:00,1,2189,65,49,56,70
5/18/2015 9:00,2,2274,63,44,50,70
5/18/2015 12:00,2,2311,68,49,51,70
5/18/2015 17:00,2,2392,68,50,53,70
5/18/2015 20:00,2,2619,63,52,68,70
5/19/2015 3:00,3,1645,60,52,75,70
5/19/2015 23:00,3,1968,60,51,72,30
5/20/2015 18:00,4,2349,67,49,53,30
5/21/2015 9:00,5,2409,64,48,56,100
5/21/2015 20:00,5,2579,63,50,63,70
5/22/2015 3:00,6,1631,61,49,65,70
5/22/2015 10:00,6,2294,64,53,68,70
5/23/2015 4:00,7,1665,61,55,81,100
5/23/2015 18:00,7,2151,69,49,49,70
5/24/2015 9:00,1,2008,64,49,58,70
5/24/2015 21:00,1,2312,63,54,73,30
5/25/2015 10:00,2,2260,62,56,80,100
5/26/2015 4:00,3,1700,62,55,78,100
5/26/2015 15:00,3,2417,67,55,66,100
5/27/2015 16:00,4,2403,70,54,57,70
5/27/2015 21:00,4,2534,63,53,70,70
5/28/2015 10:00,5,2453,65,55,70,100
5/29/2015 1:00,6,1785,63,55,76,100
5/29/2015 4:00,6,1757,63,55,76,100
5/29/2015 15:00,6,2548,73,55,53,30
5/29/2015 22:00,6,2327,63,55,76,30
5/30/2015 7:00,7,1905,63,55,76,100
5/30/2015 16:00,7,2334,77,57,50,30
5/30/2015 21:00,7,2460,65,56,73,100
5/31/2015 10:00,1,2017,69,57,66,70
6/1/2015 1:00,2,1766,64,55,73,100
6/1/2015 5:00,2,1860,64,54,70,100
6/1/2015 11:00,2,2498,75,52,45,30
6/1/2015 15:00,2,2647,75,53,46,30
6/1/2015 22:00,2,2308,63,55,76,30
6/2/2015 7:00,3,2199,64,55,73,70
6/2/2015 16:00,3,2536,74,55,52,30
6/3/2015 0:00,4,1866,63,54,73,100
6/3/2015 2:00,4,1761,63,53,70,100
6/4/2015 1:00,5,1800,64,53,68,100
6/4/2015 5:00,5,1887,64,52,65,100
6/4/2015 8:00,5,2373,66,52,61,100
6/4/2015 11:00,5,2455,67,50,55,70
6/4/2015 22:00,5,2247,63,51,65,100
6/5/2015 7:00,6,2187,63,47,56,70
6/5/2015 16:00,6,2393,71,50,47,30
6/6/2015 0:00,7,1908,63,52,68,100
6/6/2015 2:00,7,1736,63,51,65,70
6/6/2015 6:00,7,1785,57,48,72,70
6/6/2015 19:00,7,2376,69,54,59,0
6/7/2015 1:00,1,1797,64,55,73,0
6/7/2015 5:00,1,1716,63,54,73,30
6/7/2015 8:00,1,1940,68,56,65,70
6/7/2015 11:00,1,2123,76,56,50,30
6/7/2015 17:00,1,2452,74,57,56,30
6/8/2015 7:00,2,2275,65,58,78,100
6/8/2015 13:00,2,2960,81,58,45,30
6/9/2015 0:00,3,2166,70,60,71,70
6/9/2015 2:00,3,2007,72,60,66,70
6/9/2015 6:00,3,2344,71,62,73,70
6/9/2015 14:00,3,3174,82,55,40,100
6/9/2015 19:00,3,2837,71,60,68,70
6/10/2015 5:00,4,2003,67,59,76,100
6/10/2015 8:00,4,2500,70,59,68,100
6/10/2015 11:00,4,2741,75,59,58,30
6/10/2015 12:00,4,2748,76,59,56,30
6/10/2015 17:00,4,2694,70,58,66,100
6/10/2015 20:00,4,2800,67,59,76,100
6/11/2015 13:00,5,2636,71,58,63,100
6/11/2015 23:00,5,2056,66,58,75,100
3/22/2015 20:00,1,2556,60,52,75,70
3/23/2015 23:00,2,1984,54,49,83,30
3/24/2015 2:00,3,1673,53,48,83,30
3/24/2015 6:00,3,2121,52,45,77,30
3/24/2015 14:00,3,2412,73,43,34,0
3/24/2015 19:00,3,2745,64,50,60,30
3/25/2015 1:00,4,1752,55,49,80,0
3/25/2015 5:00,4,1867,54,49,83,0
3/25/2015 20:00,4,2792,65,49,56,0
3/26/2015 23:00,5,2158,62,43,50,0
3/27/2015 4:00,6,1762,57,36,45,0
3/27/2015 6:00,6,2139,59,34,39,0
3/27/2015 14:00,6,2967,90,33,13,0
3/27/2015 18:00,6,2868,76,45,33,0
3/27/2015 19:00,6,2940,72,48,43,0
3/28/2015 5:00,7,1819,57,54,90,70
3/28/2015 17:00,7,2546,76,48,37,30
3/29/2015 13:00,1,2160,78,51,39,70
3/29/2015 23:00,1,2014,57,53,87,70
3/30/2015 0:00,2,1864,55,51,87,70
3/30/2015 3:00,2,1707,54,50,87,70
3/30/2015 4:00,2,1766,53,49,86,70
3/30/2015 14:00,2,2591,76,54,47,30
3/30/2015 18:00,2,2647,72,51,48,0
3/31/2015 5:00,3,1924,59,55,87,100
3/31/2015 16:00,3,2432,70,54,57,30
3/31/2015 17:00,3,2446,69,54,59,30
4/1/2015 13:00,4,2531,73,50,44,30
4/1/2015 23:00,4,1954,58,51,78,70
4/2/2015 0:00,5,1831,57,51,81,30
4/2/2015 3:00,5,1642,54,49,83,30
4/2/2015 4:00,5,1647,56,50,81,30
4/2/2015 18:00,5,2499,66,49,54,70
4/8/2015 9:00,4,2276,61,42,50,30
4/8/2015 11:00,4,2285,64,41,43,30
4/8/2015 12:00,4,2280,64,39,40,30
4/8/2015 14:00,4,2286,66,37,34,30
4/8/2015 20:00,4,2619,59,42,54,30
4/9/2015 5:00,5,1895,51,39,64,0
4/9/2015 10:00,5,2374,65,41,42,0
4/9/2015 15:00,5,2378,69,47,45,30
4/10/2015 13:00,6,2285,69,45,42,30
4/10/2015 16:00,6,2302,68,45,44,30
4/10/2015 19:00,6,2547,61,47,60,70
4/11/2015 9:00,7,2022,62,47,58,30
4/11/2015 12:00,7,2026,69,47,45,30
4/11/2015 14:00,7,1973,72,46,40,30
4/11/2015 20:00,7,2486,60,47,62,0
4/12/2015 2:00,1,1669,53,47,80,0
4/12/2015 5:00,1,1688,52,46,80,30
4/12/2015 8:00,1,1806,61,49,65,30
4/12/2015 15:00,1,1951,72,51,48,0
4/13/2015 1:00,2,1725,55,50,83,70
4/13/2015 4:00,2,1712,60,54,80,70
4/13/2015 13:00,2,2422,73,54,51,0
4/13/2015 16:00,2,2463,70,53,55,30
4/13/2015 19:00,2,2663,63,54,73,30
4/14/2015 20:00,3,2767,62,53,73,30
4/15/2015 2:00,4,1755,53,48,83,30
4/15/2015 8:00,4,2339,60,51,72,30
4/15/2015 15:00,4,2600,75,47,37,30
4/16/2015 1:00,5,1815,55,46,72,0
4/16/2015 4:00,5,1769,53,47,80,0
4/16/2015 7:00,5,2237,54,32,43,0
4/16/2015 13:00,5,2540,79,16,9,0
4/18/2015 2:00,7,1732,53,34,48,0
4/18/2015 8:00,7,1984,65,29,26,0
4/18/2015 15:00,7,2259,80,28,15,0
4/19/2015 1:00,1,1792,53,47,80,30
4/19/2015 3:00,1,1687,52,47,83,30
4/19/2015 4:00,1,1684,55,49,80,70
4/19/2015 7:00,1,1805,57,53,87,100
4/20/2015 6:00,2,2084,61,50,67,100
4/20/2015 14:00,2,2348,69,48,47,30
4/21/2015 8:00,3,2390,63,43,48,100
4/21/2015 10:00,3,2524,65,42,43,100
4/22/2015 1:00,4,1792,57,46,67,30
4/22/2015 4:00,4,1762,59,47,64,70
4/22/2015 13:00,4,2392,66,47,50,100
4/22/2015 23:00,4,2030,56,48,75,30
4/23/2015 6:00,5,2148,60,49,67,70
4/23/2015 14:00,5,2455,69,48,47,70
4/24/2015 0:00,6,1856,59,55,87,70
4/24/2015 10:00,6,2543,62,53,73,100
4/25/2015 1:00,7,1745,60,50,70,100
4/25/2015 11:00,7,2221,64,48,56,70
4/25/2015 13:00,7,2093,66,50,56,70
4/25/2015 23:00,7,1969,60,51,72,100
4/26/2015 14:00,1,1969,71,48,44,30
4/27/2015 0:00,2,1767,58,48,70,30
4/27/2015 2:00,2,1647,55,47,74,30
4/27/2015 19:00,2,2705,76,37,24,0
4/28/2015 1:00,3,1759,58,35,42,0
4/28/2015 11:00,3,2618,89,23,9,0
4/28/2015 23:00,3,2121,60,49,67,0
4/30/2015 0:00,5,1983,65,52,63,30
4/30/2015 2:00,5,1829,58,42,56,30
4/30/2015 19:00,5,3007,77,50,39,30
4/30/2015 21:00,5,2805,69,55,61,30
4/8/2015 5:00,4,1797,55,46,72,30
4/8/2015 16:00,4,2301,67,31,26,0
4/8/2015 19:00,4,2618,61,42,50,30
4/9/2015 1:00,5,1767,49,40,71,30
4/9/2015 11:00,5,2342,68,44,42,0
4/9/2015 12:00,5,2353,71,40,32,0
4/9/2015 13:00,5,2353,72,41,33,0
4/9/2015 20:00,5,2654,60,51,72,30
4/9/2015 23:00,5,2013,54,47,77,0
4/11/2015 2:00,7,1702,53,45,74,0
4/11/2015 16:00,7,2074,69,46,44,30
4/11/2015 19:00,7,2461,64,48,56,0
4/12/2015 1:00,1,1730,52,46,80,0
4/12/2015 11:00,1,1881,70,46,42,0
4/12/2015 12:00,1,1889,72,48,43,0
4/12/2015 13:00,1,1900,73,49,43,0
4/12/2015 20:00,1,2556,62,54,75,0
4/13/2015 15:00,2,2445,71,53,53,0
4/14/2015 2:00,3,1685,62,53,73,100
4/14/2015 16:00,3,2543,70,50,49,0
4/14/2015 19:00,3,2729,64,52,65,30
4/15/2015 1:00,4,1814,55,51,87,0
4/15/2015 12:00,4,2544,77,37,24,0
4/15/2015 20:00,4,2765,62,46,56,0
4/16/2015 8:00,5,2316,67,33,28,0
4/16/2015 15:00,5,2577,81,25,13,0
4/16/2015 22:00,5,2304,55,22,28,0
4/17/2015 2:00,6,1739,55,23,29,0
4/17/2015 4:00,6,1751,53,21,28,0
4/17/2015 16:00,6,2524,76,29,18,0
4/17/2015 18:00,6,2519,74,36,25,0
4/17/2015 19:00,6,2633,71,34,26,0
4/18/2015 1:00,7,1805,53,34,48,0
4/18/2015 20:00,7,2594,61,47,60,0
4/19/2015 8:00,1,1902,58,53,84,70
4/19/2015 15:00,1,2089,74,50,43,0
4/19/2015 22:00,1,2164,58,50,75,30
4/20/2015 4:00,2,1710,61,50,67,100
4/20/2015 7:00,2,2214,62,49,62,100
4/20/2015 10:00,2,2356,67,48,51,30
4/21/2015 1:00,3,1756,62,47,58,70
4/21/2015 13:00,3,2458,68,43,40,70
4/22/2015 8:00,4,2369,58,52,81,100
4/22/2015 14:00,4,2377,67,45,45,100
4/23/2015 0:00,5,1880,54,47,77,30
4/23/2015 2:00,5,1741,56,49,77,70
4/23/2015 4:00,5,1769,59,50,72,70
4/23/2015 23:00,5,2005,61,55,81,100
4/24/2015 1:00,6,1765,58,54,87,100
4/25/2015 8:00,7,2045,60,52,75,100
4/26/2015 0:00,1,1816,60,50,70,100
4/26/2015 2:00,1,1658,59,51,75,100
4/26/2015 4:00,1,1635,58,51,78,100
4/26/2015 11:00,1,1987,68,48,49,30
4/26/2015 21:00,1,2349,59,48,67,30
4/26/2015 23:00,1,1911,58,48,70,30
4/27/2015 1:00,2,1688,57,48,72,30
4/27/2015 17:00,2,2629,81,32,17,0
4/29/2015 0:00,4,1924,60,44,56,0
4/29/2015 2:00,4,1793,59,44,58,0
4/29/2015 11:00,4,2742,87,37,17,30
4/29/2015 21:00,4,2783,67,45,45,30
4/29/2015 23:00,4,2180,68,50,53,30
4/30/2015 17:00,5,3098,84,47,27,30
5/1/2015 19:00,6,2897,73,50,44,30
5/1/2015 22:00,6,2479,67,47,49,30
5/1/2015 11:00,6,2758,85,48,28,70
5/1/2015 12:00,6,2835,87,50,28,30
5/1/2015 17:00,6,3059,81,48,32,30
5/2/2015 15:00,7,2395,74,55,52,0
5/3/2015 0:00,1,1911,63,55,76,30
5/3/2015 2:00,1,1734,64,54,70,100
5/3/2015 16:00,1,2208,68,51,55,30
5/3/2015 19:00,1,2488,64,52,65,30
5/3/2015 21:00,1,2423,63,52,68,100
5/4/2015 12:00,2,2446,70,49,47,70
5/4/2015 17:00,2,2515,65,50,59,70
5/4/2015 20:00,2,2753,61,48,63,70
5/5/2015 15:00,3,2365,67,46,47,30
5/5/2015 22:00,3,2236,61,49,65,70
5/6/2015 16:00,4,2419,66,51,59,100
5/6/2015 18:00,4,2475,63,51,65,100
5/6/2015 19:00,4,2610,62,50,65,100
5/6/2015 21:00,4,2480,61,50,67,100
5/7/2015 12:00,5,2346,66,42,42,70
5/7/2015 17:00,5,2363,63,44,50,70
5/7/2015 20:00,5,2620,60,40,47,70
5/8/2015 3:00,6,1682,54,49,83,70
5/8/2015 15:00,6,2360,62,46,56,100
5/8/2015 22:00,6,2212,57,52,83,70
5/9/2015 7:00,7,1928,58,51,78,70
5/9/2015 16:00,7,2089,67,49,53,30
5/9/2015 18:00,7,2161,65,49,56,30
5/9/2015 21:00,7,2331,61,51,70,70
5/10/2015 9:00,1,1894,64,52,65,0
5/10/2015 12:00,1,1875,69,52,55,0
5/10/2015 17:00,1,2143,72,53,52,0
5/10/2015 20:00,1,2495,62,54,75,30
5/11/2015 3:00,2,1623,59,53,81,0
5/2/2015 11:00,7,2283,74,55,52,0
5/2/2015 18:00,7,2425,69,52,55,30
5/2/2015 21:00,7,2419,63,54,73,30
5/2/2015 23:00,7,2084,61,54,78,30
5/3/2015 17:00,1,2253,67,51,57,30
5/4/2015 19:00,2,2688,63,50,63,100
5/4/2015 22:00,2,2309,60,48,65,70
5/5/2015 11:00,3,2496,64,46,52,100
5/5/2015 12:00,3,2416,67,46,47,100
5/5/2015 18:00,3,2415,64,47,54,70
5/5/2015 21:00,3,2481,60,49,67,70
5/6/2015 9:00,4,2447,64,43,46,100
5/6/2015 15:00,4,2408,66,51,59,100
5/6/2015 17:00,4,2442,64,50,60,100
5/7/2015 5:00,5,1879,59,48,67,100
5/7/2015 16:00,5,2334,63,45,52,70
5/7/2015 19:00,5,2531,61,41,48,70
5/7/2015 22:00,5,2208,58,41,53,70
5/8/2015 12:00,6,2345,58,48,70,70
5/8/2015 18:00,6,2357,58,49,72,100
5/8/2015 20:00,6,2533,58,52,81,100
5/9/2015 9:00,7,2118,62,51,67,70
5/9/2015 15:00,7,2061,67,49,53,30
5/10/2015 5:00,1,1652,58,51,78,70
5/10/2015 16:00,1,2042,71,53,53,30
5/10/2015 19:00,1,2351,66,53,63,30
5/10/2015 22:00,1,2145,61,54,78,30
5/11/2015 12:00,2,2370,72,54,53,30
5/11/2015 13:00,2,2405,73,54,51,30
5/11/2015 18:00,2,2486,69,54,59,30
5/11/2015 20:00,2,2685,63,54,73,30
5/12/2015 3:00,3,1661,62,54,75,70
5/12/2015 6:00,3,2059,61,50,67,100
5/11/2015 5:00,2,1819,58,53,84,100
5/11/2015 15:00,2,2432,75,53,46,30
5/11/2015 22:00,2,2237,60,53,78,30
5/12/2015 7:00,3,2211,62,50,65,100
5/12/2015 16:00,3,2358,71,45,39,30
5/12/2015 18:00,3,2401,64,48,56,30
5/13/2015 9:00,4,2254,64,44,48,70
5/13/2015 20:00,4,2611,62,48,60,30
5/14/2015 3:00,5,1686,55,47,74,70
5/14/2015 5:00,5,1832,57,49,74,70
5/14/2015 8:00,5,2257,61,47,60,70
5/14/2015 22:00,5,2167,59,54,83,100
5/15/2015 4:00,6,1713,58,53,84,100
5/15/2015 7:00,6,2207,58,53,84,100
5/15/2015 13:00,6,2427,58,52,81,100
5/15/2015 18:00,6,2272,63,47,56,30
5/16/2015 6:00,7,1731,57,52,83,100
5/16/2015 9:00,7,2118,62,50,65,70
5/16/2015 14:00,7,2001,68,52,57,70
5/17/2015 3:00,1,1598,55,49,80,30
5/17/2015 5:00,1,1637,61,49,65,30
5/17/2015 8:00,1,1818,62,51,67,30
5/17/2015 10:00,1,1904,67,49,53,30
5/18/2015 4:00,2,1664,60,46,60,100
5/18/2015 7:00,2,2133,60,47,62,70
5/18/2015 13:00,2,2325,69,49,49,70
5/18/2015 23:00,2,1962,62,52,70,70
5/19/2015 6:00,3,1995,61,52,72,70
5/19/2015 14:00,3,2330,71,48,44,30
5/20/2015 5:00,4,1828,61,52,72,70
5/20/2015 8:00,4,2282,64,50,60,100
5/20/2015 10:00,4,2337,67,51,57,70
5/21/2015 1:00,5,1709,62,49,62,70
5/12/2015 9:00,3,2297,67,50,55,70
5/12/2015 15:00,3,2344,70,48,46,30
5/13/2015 5:00,4,1839,59,46,62,100
5/13/2015 7:00,4,2160,60,45,58,100
5/13/2015 10:00,4,2331,65,44,47,30
5/13/2015 16:00,4,2331,68,46,45,30
5/14/2015 12:00,5,2338,68,41,38,70
5/14/2015 13:00,5,2384,70,44,39,70
5/14/2015 20:00,5,2564,60,52,75,70
5/15/2015 3:00,6,1662,59,54,83,70
5/15/2015 6:00,6,2018,58,52,81,70
5/15/2015 9:00,6,2445,56,51,84,100
5/15/2015 14:00,6,2297,60,51,72,100
5/15/2015 15:00,6,2265,63,51,65,70
5/16/2015 5:00,7,1683,57,52,83,100
5/16/2015 7:00,7,1821,59,52,78,100
5/16/2015 10:00,7,2176,61,53,75,100
5/16/2015 16:00,7,1992,67,50,55,70
5/17/2015 1:00,1,1688,57,51,81,30
5/17/2015 13:00,1,1911,68,52,57,30
5/17/2015 20:00,1,2457,60,50,70,70
5/18/2015 3:00,2,1617,60,46,60,100
5/18/2015 6:00,2,1978,58,47,67,70
5/18/2015 8:00,2,2227,64,44,48,70
5/18/2015 14:00,2,2331,69,49,49,70
5/19/2015 4:00,3,1695,62,52,70,70
5/19/2015 7:00,3,2145,62,52,70,70
5/19/2015 10:00,3,2312,66,48,52,70
5/20/2015 1:00,4,1712,58,50,75,30
5/20/2015 13:00,4,2322,69,50,51,30
5/21/2015 8:00,5,2305,63,49,60,100
5/21/2015 14:00,5,2333,68,46,45,100
5/22/2015 0:00,6,1801,62,49,62,100
5/21/2015 4:00,5,1675,62,50,65,70
5/21/2015 13:00,5,2359,67,45,45,70
5/21/2015 23:00,5,1959,62,48,60,100
5/22/2015 6:00,6,1967,61,50,67,100
5/22/2015 14:00,6,2264,70,48,46,70
5/23/2015 8:00,7,2026,63,54,73,70
5/23/2015 10:00,7,2162,66,52,61,70
5/24/2015 1:00,1,1716,62,52,70,70
5/24/2015 11:00,1,2063,65,48,54,70
5/24/2015 13:00,1,2037,68,48,49,70
5/24/2015 23:00,1,1967,63,54,73,70
5/25/2015 14:00,2,2206,66,54,65,100
5/26/2015 0:00,3,1786,63,54,73,100
5/26/2015 2:00,3,1661,64,54,70,100
5/27/2015 1:00,4,1755,63,54,73,100
5/27/2015 11:00,4,2522,65,55,70,100
5/27/2015 23:00,4,2039,62,53,73,100
5/29/2015 0:00,6,1884,63,55,76,100
5/29/2015 2:00,6,1728,63,55,76,100
5/29/2015 19:00,6,2497,67,55,66,70
5/30/2015 1:00,7,1810,60,53,78,70
5/30/2015 11:00,7,2215,69,57,66,70
6/1/2015 0:00,2,1820,64,55,73,100
6/1/2015 2:00,2,1714,64,55,73,100
6/1/2015 19:00,2,2600,69,54,59,30
6/1/2015 21:00,2,2568,63,54,73,30
6/2/2015 11:00,3,2493,76,55,48,30
6/2/2015 12:00,3,2501,76,55,48,30
6/2/2015 17:00,3,2557,73,54,51,30
6/3/2015 15:00,4,2468,73,53,50,30
6/4/2015 0:00,5,1897,64,53,68,100
6/4/2015 2:00,5,1742,64,54,70,100
6/4/2015 16:00,5,2464,70,53,55,30
6/4/2015 18:00,5,2443,67,51,57,70
6/4/2015 19:00,5,2495,65,52,63,70
6/4/2015 21:00,5,2562,61,50,67,100
6/5/2015 12:00,6,2367,71,49,46,70
6/5/2015 17:00,6,2414,70,50,49,30
6/5/2015 20:00,6,2563,64,50,60,30
6/6/2015 3:00,7,1701,63,51,65,70
6/6/2015 15:00,7,2163,74,51,45,30
6/6/2015 22:00,7,2281,65,56,73,30
6/7/2015 7:00,1,1808,66,55,68,100
6/7/2015 16:00,1,2361,76,57,52,30
6/7/2015 18:00,1,2498,72,57,59,30
6/7/2015 21:00,1,2548,65,57,76,30
6/8/2015 9:00,2,2599,73,58,59,30
6/8/2015 12:00,2,2892,82,58,44,30
6/8/2015 17:00,2,3107,83,59,44,30
6/8/2015 20:00,2,3107,73,59,62,70
6/9/2015 3:00,3,1971,72,61,68,70
6/9/2015 5:00,3,2124,71,61,71,70
6/9/2015 15:00,3,3087,81,56,42,70
6/9/2015 22:00,3,2503,69,60,73,30
6/10/2015 7:00,4,2366,68,59,73,100
